Temperature,Humidity,Soil_Moisture,Rainfall,Irrigation_Needed
29.483469877787694,52.72921324825458,22.8065592174345,7.908212394583442,0
36.382404894496545,77.5772595163055,34.70556661295606,5.948756584308683,0
39.29110480530689,36.0176244181926,53.542811813396824,3.380814728122999,0
33.36246580537522,47.578333087118196,48.56015097336433,9.025770038914706,0
31.58683556432424,66.05997396488038,60.21064198339684,4.996168376301499,0
35.93722674832527,37.535628965459495,41.633960818589514,8.052523541808176,0
23.097167190187918,36.976013471441064,21.04859891090412,7.847068928438272,0
34.81887116701412,65.44352671226045,58.523038921728734,7.825576609734566,0
22.692367163109424,47.80508752094963,45.59202155183991,4.568563954244781,0
24.32491868201832,72.72423404207106,59.15204817931181,9.415534876486149,0
34.28684325257082,37.000004238532256,21.035900656057287,1.1772283564441421,1
24.464677425906338,63.88299660079115,21.063314690549714,2.240809055287707,0
20.26624274706542,74.04281225673178,31.34760088064181,8.950797230117223,0
32.96943585728121,74.65544857128813,34.37496388512966,9.873120541526841,0
33.16935964985565,75.1469672745256,58.32179807985348,6.692298110406519,0
36.20319863008173,74.9442222019224,51.48775279151338,2.7636383941309894,0
38.50561298127315,83.1087250803599,40.373685246330155,2.8981121764250615,0
29.266128101345313,45.17427812786384,12.87354553099953,8.245092303516126,0
22.29159063961973,84.44671944419204,16.45601919571825,9.117794277068707,0
26.51864595375341,37.98716367968278,19.017152820726647,2.0432651941600732,0
25.013608946712548,44.346799897699256,33.38013852396743,6.740054049189301,0
36.64652804924633,78.07193835682979,36.98965606166893,1.091802100519752,0
35.28649169863462,39.133778306936236,40.69117309845369,1.6409282521942603,0
26.19167886306154,84.0834441290474,20.11551108498927,9.600263454115845,0
38.53864255085193,60.78206549395972,35.489464757049404,7.928051373179854,0
34.58561808267859,88.95870110519947,14.086802281603122,7.675713294903023,0
37.47543141615421,42.0323047285014,32.530605085223854,7.545393643472109,0
31.58413562999434,74.24562666185082,15.974935193805656,5.120539558328302,0
39.814753731214765,72.31978670894726,34.003421844619616,5.706711696211092,0
25.496576883548073,69.68943871054259,17.127313142352335,6.73224301324495,0
29.599875682376613,79.3497310865358,40.173017687834104,6.7944038134997555,0
36.130484640732035,44.602884218634486,18.445689398696985,8.023195113119998,0
21.715407074768166,88.48538957675186,31.97960676356899,4.425960167474388,0
20.18603019519295,64.31581667404039,10.295379155001429,7.262088049347599,0
35.88352912556691,44.4477826187381,44.15903643556095,9.609704729825014,0
25.497924779632367,46.168202014268815,66.75022039535371,9.352161120271889,0
33.354239481081564,32.00613905106893,44.14123927881826,7.21300774995413,0
24.007690528478385,79.90362075778077,17.05993808431549,0.06481463473396065,1
21.751642856164906,37.38585134122892,20.946255153066794,5.885132337527433,0
23.715911582861157,58.610599493804614,24.769040264641788,6.9698457694986535,0
20.071611475802833,82.29484536424759,10.774004286673545,1.9173012027209968,1
35.428678290958956,68.28171086040405,54.77114007364826,1.8507304285065274,0
29.07007068331749,34.66709964832872,25.00277917441627,8.34894673644382,0
38.10466982475698,48.81425194558191,57.146189603588155,3.4260905711859726,0
26.74893936269458,78.00042005590188,41.57281285618387,2.315505679472686,0
20.651136869792087,62.626148477216134,47.09238949977119,5.009687109785422,0
26.1209845504561,33.16024211449608,35.26611824337834,3.9592360247370517,0
39.329264600000215,79.84666835950176,59.7478271963967,5.280641267662568,0
29.717174419580434,82.37282081828323,58.68402052489034,3.300435990446645,0
34.1657379128354,30.681308764680168,15.913539605812515,2.4636173917142346,0
34.16227432038793,87.8820382319361,68.96292938455433,7.9344277692501555,0
26.411189268105588,77.43018455799475,37.97076708966677,4.738166110498986,0
28.858223492761887,46.75607308362454,19.242632787065894,0.5210487550015097,1
26.577608004754296,46.268157555850706,24.166663455609303,4.964370851712669,0
33.403158243413955,73.48022011779705,12.161919655560368,7.07170531314121,0
30.244809976413737,55.30939791026765,60.26150244756004,2.285585840046449,0
32.12467260519041,65.65607578571567,10.208495529766378,8.048802454401894,0
36.08331155766033,36.68970541997627,10.980019157636768,3.034937491805567,0
28.02392457322842,52.045179145780764,34.19220203988981,7.671592544512295,0
24.491239367630996,47.59986810160143,23.293548150089293,9.736832093480075,0
34.22636543867549,57.75138768943038,47.827186192947046,3.6260612522472746,0
22.259582087031706,81.92332898342636,57.35684846589693,7.599093368449793,0
24.811468764246314,83.6403935198451,67.7053358354824,3.6309735620740504,0
36.765482410964665,73.46524270892044,21.953921441682358,0.7046991368788169,1
35.22587065699225,74.10280565370277,27.530021344265577,9.278431063485234,0
30.756349710777947,42.03893320219368,68.12431095304379,5.6666534887152284,0
30.253115311410745,73.02508075524095,39.70991846989151,8.848926361174014,0
36.98774789378553,89.30182715175842,29.1121412195022,1.3887932448741602,1
28.528914695104852,77.92603780606407,54.93192409068487,6.073192340036018,0
29.35586536474318,47.694694481882834,56.09610742170706,4.09163784146982,0
32.0536012890192,39.45110055905958,15.45797954623122,4.942437516359313,0
25.74917647570138,49.619262397371045,48.64827744599241,6.162231872727382,0
31.118191660583683,73.79853096150835,24.478830662396597,7.006600203522436,0
29.016232010412836,64.86119851132506,31.224965577359434,3.6838780251123824,0
31.908104747039445,73.37954740530569,19.494946556242926,4.263485276429028,0
37.759089226206314,76.54416953797164,10.55481216443493,2.7721161490125645,0
31.44229147339053,73.85876765416208,60.81330172816544,5.637454482132299,0
31.819399655070047,59.12156353299852,17.563964342373843,4.944875164597017,0
25.49179611365086,59.57028245483943,67.19636186632175,9.101826562369494,0
35.26046442051685,69.47666459371146,46.63601214081791,9.363568823071203,0
32.396824746720476,34.4770008025375,47.5129444023994,6.599141840252235,0
39.105274528945735,48.90520569019117,19.36016638282986,3.5739667144567844,0
25.249936778048514,41.16316761288183,20.64833515183344,5.240890889407663,0
28.2540062933041,38.56846201227359,10.602751995263272,6.590732118487517,0
21.076135439449274,78.69335765069613,61.96909046826365,5.911356370971552,0
39.016582357940464,63.28936613779507,63.37729377259984,8.90996221990348,0
23.82087708830857,84.4837332857283,46.10270974503618,3.0231297461964237,0
20.153422158392377,59.11590154125803,50.98760451576715,1.6015804290771785,0
31.7642080080107,61.16142623288987,19.139616875965842,0.7495718458555778,1
28.691648933259522,46.00774876724186,37.76233502711367,9.977697874467806,0
31.27090269567006,48.610390294010486,51.7641523911462,2.5909598357483277,0
34.7196199010057,46.064375715065395,15.604619041314244,9.464748785100118,0
37.127810774222056,40.40014999119822,25.949411801569372,1.239524239247819,1
36.735276993884455,37.421382629586674,58.23717439948074,3.8962001832547677,0
24.414633532269853,41.35377128697331,12.771429529478219,5.212498900524901,0
30.540129377323165,81.51931457271169,54.384288120100194,6.314523289801092,0
22.614865058850995,72.04930724469952,55.62047584463141,5.061753719229907,0
33.95275991773655,65.88693710821913,44.158830491684725,4.602843958727666,0
37.917134709601086,45.40087798153493,45.921743896294466,9.811971117733068,0
22.910170908036864,76.2874876672901,62.475490373079886,3.42468983793504,0
